date,a00,a02,a05,a10,a15,a30,a45,a60,t00,t02,t05,t10,t15,t30,t45,t60,tsum
20120227,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120228,710860,18053,10384,0,0,0,0,0,1,9,21,0,0,0,0,0,31
20120229,699905,15820,14692,4133,4747,0,0,0,0,1,3,6,8,0,0,0,18
20120301,732280,7017,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
20120302,692378,11521,13002,4656,11321,6419,0,0,1,3,5,5,32,35,0,0,81
20120303,730346,3087,4563,1301,0,0,0,0,0,0,2,2,0,0,0,0,4
20120304,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120305,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120306,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120307,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120308,727012,12285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120309,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120310,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120311,721110,8064,5562,4561,0,0,0,0,0,1,1,1,0,0,0,0,3
20120312,728418,6668,4211,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120313,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120314,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120315,739297,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20120316,734123,5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120317,737497,1800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120318,729080,5864,4353,0,0,0,0,0,7,1,4,0,0,0,0,0,12
20120319,696282,23794,12658,6563,0,0,0,0,0,1,9,0,0,0,0,0,10
20120320,726941,8300,4056,0,0,0,0,0,0,1,7,0,0,0,0,0,8
20120321,730009,4602,4686,0,0,0,0,0,4,2,11,0,0,0,0,0,17
20120322,730441,4786,4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120323,710602,25496,3199,0,0,0,0,0,1,11,2,0,0,0,0,0,14
20120324,708582,27145,3570,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120325,735446,3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120326,731126,5812,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120327,729830,6143,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120328,724907,11763,2627,0,0,0,0,0,0,0,3,0,0,0,0,0,3
20120329,728073,8167,3057,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120330,718225,17063,4009,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120331,733669,5628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120401,732831,4238,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120402,708424,23148,7725,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120403,712051,17735,7872,1639,0,0,0,0,0,0,8,13,0,0,0,0,21
20120404,728477,10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120405,711037,26562,1698,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20120406,738413,884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120407,739297,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
20120408,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120409,728561,8960,1776,0,0,0,0,0,0,0,6,0,0,0,0,0,6
20120410,737654,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120411,731992,6025,1280,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20120412,723079,9311,3979,2928,0,0,0,0,0,0,0,1,0,0,0,0,1
20120413,726345,7852,2866,2234,0,0,0,0,1,0,4,9,0,0,0,0,14
20120414,700209,9217,7455,2705,8697,6891,4123,0,0,2,1,0,19,35,29,0,86
20120415,690239,16876,22067,4319,5796,0,0,0,11,1,1,1,0,0,0,0,14
20120416,731330,7967,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20120417,737001,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120418,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120419,733096,6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120420,734552,2649,2096,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20120421,732975,1374,4948,0,0,0,0,0,11,0,0,0,0,0,0,0,11
20120422,738670,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120423,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120424,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120425,729668,9629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120426,726223,10459,2615,0,0,0,0,0,2,1,5,0,0,0,0,0,8
20120427,727416,5334,2555,1451,2541,0,0,0,0,1,1,0,1,0,0,0,3
20120428,726612,9234,3451,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120429,727581,11716,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20120430,721586,12176,5535,0,0,0,0,0,11,8,4,0,0,0,0,0,23
20120501,708857,16887,13553,0,0,0,0,0,0,4,12,0,0,0,0,0,16
20120502,719554,14723,5020,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20120503,709062,30235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120504,725267,8630,5400,0,0,0,0,0,0,3,9,0,0,0,0,0,12
20120505,725994,6737,3847,2719,0,0,0,0,0,0,0,0,0,0,0,0,0
20120506,724345,13503,1449,0,0,0,0,0,0,6,0,0,0,0,0,0,6
20120507,729649,7332,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120508,734797,4500,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20120509,739297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120510,729782,4521,4994,0,0,0,0,0,0,1,19,0,0,0,0,0,20
20120511,726440,12857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120512,730163,7376,1758,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120513,729069,10228,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120514,733832,4021,1444,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120515,729396,9901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120516,735865,3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120517,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120518,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120519,726820,10779,1698,0,0,0,0,0,0,9,0,0,0,0,0,0,9
20120520,735377,2072,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120521,735045,4252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120522,726451,9386,3460,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20120523,722165,9921,7211,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120524,725616,6234,4283,3164,0,0,0,0,1,0,2,0,0,0,0,0,3
20120525,726600,10042,2655,0,0,0,0,0,0,0,13,0,0,0,0,0,13
20120526,727523,11774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120527,710652,20868,7777,0,0,0,0,0,0,1,4,0,0,0,0,0,5
20120528,702446,36851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120529,704272,24037,10988,0,0,0,0,0,1,1,3,0,0,0,0,0,5
20120530,713901,15528,7600,2268,0,0,0,0,4,7,0,2,0,0,0,0,13
20120531,706442,29740,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120601,710001,16514,8258,3120,1404,0,0,0,5,0,3,7,11,0,0,0,26
20120602,733092,6205,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
20120603,722445,14877,1975,0,0,0,0,0,4,0,0,0,0,0,0,0,4
20120604,725825,11477,1995,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20120605,731111,5324,2862,0,0,0,0,0,0,1,2,0,0,0,0,0,3
20120606,727985,8897,2415,0,0,0,0,0,0,2,5,0,0,0,0,0,7
20120607,729101,7309,2887,0,0,0,0,0,0,5,4,0,0,0,0,0,9
20120608,724339,13002,1956,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120609,723815,15482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120610,712707,16950,9640,0,0,0,0,0,1,0,2,0,0,0,0,0,3
20120611,726912,12385,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120612,716965,16650,5682,0,0,0,0,0,0,1,2,0,0,0,0,0,3
20120613,728586,10711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120614,719272,14132,4393,1500,0,0,0,0,2,1,0,0,0,0,0,0,3
20120615,731593,7704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120616,725484,13813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120617,717604,15096,4656,1941,0,0,0,0,0,0,0,6,0,0,0,0,6
20120618,728284,8843,2170,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120619,734501,2890,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120620,736539,2758,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120621,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120622,734848,4449,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20120623,728947,6422,3928,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120624,731808,3814,3675,0,0,0,0,0,1,2,19,0,0,0,0,0,22
20120625,722639,9498,7160,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120626,725878,8062,5357,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20120627,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120628,736209,3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120629,720440,18857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120630,724516,14781,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20120701,730225,9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120702,729236,4444,5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120703,737066,2231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120704,737243,2054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120705,733779,5518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120706,735078,2142,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120707,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120708,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120709,736701,2596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120710,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120711,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120712,739297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120713,735100,4197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120714,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120715,736114,3183,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120716,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120717,730042,4342,4913,0,0,0,0,0,2,0,1,0,0,0,0,0,3
20120718,730518,8779,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120719,729037,10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120720,725010,14287,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120721,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120722,735638,3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120723,724779,9639,4879,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120724,715497,20969,2831,0,0,0,0,0,4,0,0,0,0,0,0,0,4
20120725,735917,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120726,727955,7793,3549,0,0,0,0,0,0,0,8,0,0,0,0,0,8
20120727,722779,16518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120728,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120729,736050,3247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120730,731294,8003,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120731,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120801,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120802,736035,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120803,727764,8335,3198,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20120804,729800,9497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120805,734773,4524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120806,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120807,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120808,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120809,735439,3858,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20120810,729569,7440,2288,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20120811,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120812,735899,3398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120813,734235,5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120814,735004,2717,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120815,725866,13431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120816,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120817,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120818,735643,3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120819,733864,4209,1224,0,0,0,0,0,1,0,1,0,0,0,0,0,2
20120820,737316,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120821,739297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20120822,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120823,730465,8832,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20120824,733031,6266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120825,736087,1924,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120826,730376,4401,2440,2080,0,0,0,0,1,0,1,0,0,0,0,0,2
20120827,729215,4137,5945,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20120828,728186,6152,4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120829,731383,2726,5188,0,0,0,0,0,3,0,2,0,0,0,0,0,5
20120830,724870,5381,6955,2091,0,0,0,0,0,0,0,4,0,0,0,0,4
20120831,718074,14780,6443,0,0,0,0,0,0,3,2,0,0,0,0,0,5
20120901,726535,6691,6071,0,0,0,0,0,10,0,5,0,0,0,0,0,15
20120902,725295,8561,5441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120903,733266,3811,2220,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120904,714343,24954,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20120905,725528,10701,3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120906,733596,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120907,731429,7868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20120908,719460,12678,4558,2601,0,0,0,0,0,0,1,0,0,0,0,0,1
20120909,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20120910,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120911,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120912,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120913,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120914,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120915,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120916,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120917,721500,14666,3131,0,0,0,0,0,2,0,1,0,0,0,0,0,3
20120918,696768,23106,10719,8704,0,0,0,0,0,1,1,0,0,0,0,0,2
20120919,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120920,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120921,734692,1835,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120922,736800,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120923,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120924,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120925,736295,3002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20120926,736751,2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120927,734966,4331,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
20120928,738095,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120929,734089,5208,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20120930,728663,3225,7409,0,0,0,0,0,2,0,2,0,0,0,0,0,4
20121001,720756,11282,7259,0,0,0,0,0,4,2,1,0,0,0,0,0,7
20121002,728740,10557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121003,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121004,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121005,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121006,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121007,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121008,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121009,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121010,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121011,738512,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121012,729135,8047,2115,0,0,0,0,0,1,0,2,0,0,0,0,0,3
20121013,703429,29386,6482,0,0,0,0,0,2,2,1,0,0,0,0,0,5
20121014,716757,22540,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20121015,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121016,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121017,713484,11770,10679,3364,0,0,0,0,0,0,4,9,0,0,0,0,13
20121018,731032,8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121019,739297,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
20121020,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121021,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121022,739297,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
20121023,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121024,723824,11299,4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121025,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121026,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121027,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121028,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121029,735422,3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121030,735301,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121031,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121101,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121102,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121103,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121104,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121105,733750,5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121106,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121107,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121108,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121109,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20121110,712507,19487,7303,0,0,0,0,0,0,4,0,0,0,0,0,0,4
20121111,729413,5761,4123,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20121112,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121113,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121114,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121115,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121116,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121117,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121118,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121119,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121120,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121121,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121122,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121123,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121124,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121125,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121126,734106,5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121127,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121128,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121129,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121130,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20121201,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121202,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121203,733780,5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121204,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121205,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121206,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121207,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121208,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121209,725556,9899,3842,0,0,0,0,0,4,1,0,0,0,0,0,0,5
20121210,732739,4833,1725,0,0,0,0,0,6,0,0,0,0,0,0,0,6
20121211,735693,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121212,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121213,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121214,734976,4321,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
20121215,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121216,725659,10592,3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121217,726138,8323,4836,0,0,0,0,0,0,0,3,0,0,0,0,0,3
20121218,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121219,726263,9149,3885,0,0,0,0,0,1,1,1,0,0,0,0,0,3
20121220,720200,6884,12213,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20121221,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121222,739297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20121223,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121224,729726,6393,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121225,708107,8885,9840,5060,7405,0,0,0,0,0,0,10,20,0,0,0,30
20121226,731607,4451,1547,1692,0,0,0,0,0,0,0,1,0,0,0,0,1
20121227,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121228,733227,6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121229,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121230,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20121231,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130101,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130102,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130103,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130104,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130105,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130106,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130107,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130108,730098,3781,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130109,735925,3372,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
20130110,721743,11260,6294,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20130111,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130112,724434,10541,4322,0,0,0,0,0,0,2,0,0,0,0,0,0,2
20130113,733719,5578,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
20130114,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130115,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130116,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130117,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130118,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130119,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130120,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130121,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130122,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130123,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130124,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130125,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130126,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130127,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130128,733470,5827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130129,689853,16787,17676,5977,9004,0,0,0,1,1,43,16,5,0,0,0,66
20130130,707555,22784,6411,2547,0,0,0,0,1,0,2,2,0,0,0,0,5
20130131,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130201,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130202,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130203,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130204,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130205,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130206,734124,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130207,736596,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130208,739297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
